symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,rank,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,best_fwd_horizon,search_wide_family_size_regime,search_wide_rank_regime,search_wide_bh_pass_regime,search_wide_bonferroni_pass_regime,research_shard_id,candidate_key,strict_gate_pass,status,live_decay_flag,not_regime_evaluated,all_regime_mean_ret_costadj,regime_excess_vs_all,regime_candidate_status
AVAX/USD,1d,cross_TLT_state_slope=downtrend + state_ext=neutral,bull,BTC/USD,ok,515,6,0.042442458180427696,0.6666666666666666,1.0546809266405752,0.29157127786775305,False,-0.0045968182826128245,0.04703927646304052,cross_TLT_state_slope=downtrend,0.04631558891209668,-0.0038731307316689847,23,rolling,4,short,rejected,late_emerging_valid_supported,19,False,18,True,0.033204817565509,0.029007025161466,cross_TLT_state_slope=downtrend,0.0182001711319146,0.0281996001887248,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,67,False,False,crypto-1d-00,,False,,,False,0.01297622063963409,0.029466237540793604,unsupported
SOL/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,289,36,0.03988101025114997,0.75,1.9458421476809193,0.051673704023113665,False,-0.11127433325793668,0.15115534350908666,cross_USO_state_slope=uptrend,0.013920863171907544,0.025960147079242428,39,rolling,4,short,rejected,late_emerging_valid_supported,41,False,47,True,0.0305875173607494,0.0277983106011303,cross_USO_state_slope=uptrend,0.013238089890288,0.0198778603504632,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,32,False,False,crypto-1d-02,,False,,,False,0.02499159635353029,0.01488941389761968,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat + state_ext=stretched_down,bull,BTC/USD,ok,515,46,0.03740872642949929,0.5,1.2536520992486748,0.2099684856634354,False,0.004339228921362992,0.03306949750813629,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat,0.03765558940319371,-0.00024686297369442417,26,rolling,4,short,rejected,late_emerging_valid_supported,57,False,64,True,0.0371064887770957,0.0273444752143987,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat,0.01137674620254,0.0397166839475557,1,10,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,60,False,False,crypto-1d-02,,False,,,False,0.03523815245235833,0.0021705739771409535,regime_switching_research_only
ETH/USD,1d,cross_USO_state_slope=flat + cross_TLT_state_slope=flat + state_ext=stretched_down,bull,BTC/USD,ok,515,9,0.036731467285269784,0.6666666666666666,1.2859842046089192,0.19844857429352625,False,0.009654556231654565,0.02707691105361522,cross_TLT_state_slope=flat + state_ext=stretched_down,0.027511299542962678,0.009220167742307106,28,rolling,4,long,rejected,late_emerging_valid_supported,34,False,20,True,0.0318288666169855,0.0367203188595619,cross_USO_state_slope=flat + cross_TLT_state_slope=flat,0.0284010822020563,0.0334282928869438,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,58,False,False,crypto-1d-01,,False,,,False,0.018782312376859973,0.01794915490840981,unsupported
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,515,19,0.03603965485444377,0.5789473684210527,1.339005443977563,0.18056890064817122,False,-0.006850746648017595,0.042890401502461366,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.04794692912125718,-0.011907274266813407,31,rolling,4,short,rejected,late_emerging_valid_supported,28,False,16,True,0.0758643281565848,0.0733614165014546,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0110346874993592,1.410971783855075e-09,0,0,0.0,0,8,7,8,7.75,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,5,136,54,False,False,crypto-1d-00,,False,,,False,0.05737416116661975,-0.021334506312175983,regime_switching_research_only
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bull,BTC/USD,ok,515,42,0.035649301334335186,0.6428571428571429,1.513523513253506,0.13014673314105418,False,-0.006850746648017595,0.04250004798235278,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.04794692912125718,-0.012297627786921991,3,rolling,4,short,rejected,late_emerging_regime_switching,43,False,40,True,0.0738550586485203,0.07135214699339,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0090254179912946,3.6491645261094155e-09,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,44,False,False,crypto-1d-00,,False,,,False,0.04708826023500763,-0.011438958900672445,regime_switching_research_only
AVAX/USD,1d,state_volume=vol_surge + state_ext=neutral,bull,BTC/USD,ok,515,14,0.03177077236036161,0.7142857142857143,1.0971127566474586,0.2725921044163262,False,-0.0045968182826128245,0.036367590642974436,state_ext=neutral,-0.004951086150689714,0.03672185851105132,30,rolling,4,short,rejected,late_emerging_valid_supported,19,False,24,True,0.0234850751931166,0.0192872827890736,state_volume=vol_surge,0.0158586584874856,0.0365958590181865,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,66,False,False,crypto-1d-00,,False,,,False,0.00910984505201138,0.02266092730835023,unsupported
LTC/USD,1d,cross_USO_state_slope=flat + cross_TLT_state_slope=uptrend + state_ext=stretched_down,bull,BTC/USD,ok,515,20,0.03037764083143375,0.65,1.595717477015565,0.11055188483655298,False,0.0008940744843032163,0.029483566347130532,cross_USO_state_slope=flat + state_ext=stretched_down,0.015190147170846694,0.015187493660587055,29,rolling,4,long,rejected,late_emerging_valid_supported,41,False,15,True,0.0610619351829852,0.0702510154115271,cross_USO_state_slope=flat + state_ext=stretched_down,0.0418583188031645,0.003174995815089,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,40,False,False,crypto-1d-02,,False,,,False,0.04067184344822881,-0.010294202616795058,regime_switching_research_only
CRV/USD,1d,cross_USO_state_slope=flat + state_slope=flat,bull,BTC/USD,ok,395,35,0.030231427669916985,0.5714285714285714,0.831514001639542,0.40568332177282374,False,-0.007950843229596606,0.03818227089951359,state_slope=flat,0.029357818354551816,0.0008736093153651689,35,rolling,4,short,rejected,late_emerging_valid_supported,40,False,48,True,0.0573897319033904,0.0456751430057681,state_slope=flat,0.0348269641756454,0.0084578498556764,0,0,0.0,0,7,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,80,False,False,crypto-1d-01,,False,,,False,0.015544570395724953,0.014686857274192031,regime_switching_research_only
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,395,80,0.02839005273283681,0.6375,1.4845457242178695,0.13766420223949583,False,-0.007950843229596606,0.036340895962433416,cross_TLT_state_slope=uptrend,0.01774821960150869,0.010641833131328122,8,rolling,4,short,rejected,late_emerging_recent_only,103,False,26,True,0.0617435022893327,0.0500289133917104,state_ext=stretched_up,0.0255751822701229,1.9414552632213145e-08,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,45,False,False,crypto-1d-01,,False,,,False,0.02672325909569034,0.0016667936371464707,regime_switching_research_only
AAVE/USD,1d,cross_TLT_state_vol=high_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,25,0.02770438469187794,0.48,0.8350304225406596,0.4037005794796653,False,0.006450746648017597,0.02125363804386034,cross_TLT_state_vol=high_vol,0.03285744761751619,-0.00515306292563825,18,rolling,4,long,rejected,late_emerging_valid_supported,122,False,15,True,0.0738628449143631,0.0833657565694934,cross_TLT_state_vol=high_vol,0.0017468908718151,0.0234620869106974,1,10,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,78,False,False,crypto-1d-00,,False,,,False,0.03392041534996974,-0.006216030658091804,regime_switching_research_only
XRP/USD,1d,cross_USO_state_slope=downtrend + state_ext=neutral,bull,BTC/USD,ok,332,17,0.027271970491715713,0.6470588235294118,1.533420750806391,0.12517221915672216,False,-0.01867915717188282,0.04595112766359853,state_ext=neutral,0.035019896314982625,-0.007747925823266912,37,rolling,4,short,rejected,late_emerging_valid_supported,43,False,16,True,0.02424124660635,0.0165013759241454,state_ext=neutral,0.021359905667208,0.0209476008431122,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,43,False,False,crypto-1d-02,,False,,,False,0.022446346015895773,0.00482562447581994,regime_switching_research_only
AVAX/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bull,BTC/USD,ok,515,40,0.024695907757465628,0.625,1.2973225334141374,0.19452023435005406,False,-0.0045968182826128245,0.029292726040078453,cross_USO_state_slope=uptrend,0.04218300246044,-0.017487094702974375,5,rolling,4,short,rejected,late_emerging_recent_only,52,False,39,True,0.0397926419857728,0.0355948495817298,cross_USO_state_slope=uptrend,0.0221395936219767,0.000162814615841,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,56,False,False,crypto-1d-00,,False,,,False,0.02687210412104492,-0.0021761963635792934,regime_switching_research_only
AAVE/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bull,BTC/USD,ok,515,94,0.02385729794739728,0.574468085106383,1.2522339294603628,0.21048463598003764,False,-0.006850746648017595,0.030708044595414877,cross_USO_state_ext=stretched_up,0.007366157352049883,0.016491140595347398,32,rolling,4,short,rejected,late_emerging_valid_supported,212,False,60,True,0.0337956521900294,0.0312927405348991,cross_USO_state_ext=stretched_up,0.0180573215157912,0.0328298989596702,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,61,False,False,crypto-1d-00,,False,,,False,0.019463598205324655,0.0043936997420726265,regime_switching_research_only
BTC/USD,1d,cross_USO_state_slope=downtrend + cross_TLT_state_slope=uptrend + state_ext=neutral,bull,BTC/USD,ok,515,21,0.023744779883715577,0.7619047619047619,1.3769842767285911,0.1685171090958404,False,-0.006845659532854978,0.030590439416570553,cross_USO_state_slope=downtrend + state_ext=neutral,0.012313794682282915,0.011430985201432662,22,rolling,4,short,rejected,late_emerging_valid_supported,39,False,22,True,0.0429658352416132,0.0440395134915347,cross_USO_state_slope=downtrend + state_ext=neutral,0.0225834723449781,0.000600415522634,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,51,False,False,crypto-1d-00,,False,,,False,0.007616929860138049,0.016127850023577528,regime_switching_research_only
BCH/USD,1d,cross_USO_state_slope=downtrend + state_ext=neutral,bull,BTC/USD,ok,515,36,0.02317197168331614,0.4444444444444444,1.628297328025249,0.1034618557825775,False,0.011064795148448993,0.012107176534867146,state_ext=neutral,0.016222774983718373,0.006949196699597766,10,rolling,4,long,rejected,late_emerging_valid_supported,68,False,20,True,0.0466698457879844,0.0534504595064354,state_ext=neutral,0.0299189461186302,0.0325062143662238,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,38,False,False,crypto-1d-00,,False,,,False,0.011155894831821401,0.012016076851494738,regime_switching_research_only
AAVE/USD,1d,cross_TLT_state_slope=flat + state_slope=flat,bull,BTC/USD,ok,515,99,0.023016384586691238,0.5656565656565656,1.2331622523797148,0.217515235501748,False,-0.006850746648017595,0.029867131234708834,state_slope=flat,0.009512073832901253,0.013504310753789986,19,rolling,4,short,rejected,late_emerging_recent_only,141,False,91,True,0.0338290458345063,0.031326134179376,state_slope=flat,0.0007380663134917,0.0120601460895901,1,1,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,62,False,False,crypto-1d-00,,False,,,False,0.016020579574930714,0.006995805011760524,regime_switching_research_only
CRV/USD,1d,cross_USO_state_vol=mid_vol + state_ext=stretched_down,bull,BTC/USD,ok,395,46,0.021788875429303647,0.5,0.7525241539656687,0.4517359099606879,False,-0.007950843229596606,0.029739718658900252,state_ext=stretched_down,0.01098197339377945,0.010806902035524197,23,rolling,4,short,rejected,late_emerging_recent_only,112,False,61,True,0.0403681662810314,0.0286535773834091,cross_USO_state_vol=mid_vol,0.0002658765095567,0.0211470537751068,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,83,False,False,crypto-1d-01,,False,,,False,0.00892463802267501,0.012864237406628638,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,143,0.021629113100603118,0.6293706293706294,0.8573690257660993,0.39124097181849526,False,0.004339228921362992,0.017289884179240128,cross_USO_state_vol=low_vol,0.028007970747788616,-0.006378857647185498,13,rolling,4,short,rejected,late_emerging_recent_only,169,False,40,True,0.0883389316391844,0.0785769180764874,cross_USO_state_vol=low_vol,0.055749244157296,6.976967914518184e-08,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,77,False,False,crypto-1d-02,,False,,,False,0.026697672102742646,-0.005068559002139528,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_slope=flat + cross_TLT_state_ext=neutral + state_ext=stretched_up,bull,BTC/USD,ok,515,75,0.02067156221655789,0.68,0.8339682970057702,0.40429884905262625,False,0.004339228921362992,0.0163323332951949,cross_TLT_state_ext=neutral,0.016070404364150172,0.004601157852407719,20,rolling,4,short,rejected,late_emerging_recent_only,85,False,47,True,0.0538930587532616,0.0441310451905647,cross_USO_state_slope=flat + state_ext=stretched_up,0.0072562813540313,0.0013018850490071,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,79,False,False,crypto-1d-02,,False,,,False,0.0051957261456599705,0.01547583607089792,regime_switching_research_only
AAVE/USD,1d,state_ext=stretched_up + state_slope=flat,bull,BTC/USD,ok,515,89,0.020612071099506454,0.550561797752809,1.2553311204182065,0.2093585823874764,False,-0.006850746648017595,0.02746281774752405,state_slope=flat,0.009512073832901253,0.011099997266605202,13,rolling,4,short,rejected,late_emerging_recent_only,135,False,51,True,0.0481776274856481,0.0456747158305178,state_slope=flat,0.0150866479646335,0.0044796421853972,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,59,False,False,crypto-1d-00,AAVE/USD|1d|state_ext=stretched_up + state_slope=flat|rolling,False,research_only,False,False,0.004809089424935444,0.01580298167457101,regime_switching_research_only
CRV/USD,1d,state_ret_day=ret_day_flat + state_ext=stretched_up,bull,BTC/USD,ok,395,29,0.020328522100268313,0.6206896551724138,0.4282262032812529,0.66848644070082,False,-0.007950843229596606,0.02827936532986492,state_ret_day=ret_day_flat,0.017482616625137455,0.0028459054751308575,31,rolling,4,short,rejected,late_emerging_valid_supported,46,False,38,True,0.0382024246742985,0.0264878357766762,state_ext=stretched_up,0.0020341046550887,0.0380169016320639,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,104,False,False,crypto-1d-01,CRV/USD|1d|state_ret_day=ret_day_flat + state_ext=stretched_up|rolling,False,research_only,False,False,0.008780016777047674,0.011548505323220638,regime_switching_research_only
LINK/USD,1d,cross_USO_state_vol=low_vol + state_ext=neutral,bull,BTC/USD,ok,515,46,0.02029940977647005,0.6739130434782609,1.3580366403947175,0.1744520580507214,False,-0.007206504969108993,0.027505914745579042,cross_USO_state_vol=low_vol,0.012275277299028818,0.00802413247744123,7,rolling,4,short,rejected,late_emerging_recent_only,59,False,22,True,0.0451972354785769,0.0435990057845764,cross_USO_state_vol=low_vol,0.034921165261845,0.0054598259852425,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,53,False,False,crypto-1d-01,,False,,,False,0.026616930379950627,-0.006317520603480578,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_down,bull,BTC/USD,ok,515,48,0.01783547452393121,0.5,0.9903761875314753,0.3219902800556489,False,0.004339228921362992,0.01349624560256822,cross_USO_state_slope=uptrend,0.03641505543891517,-0.01857958091498396,19,rolling,4,short,rejected,late_emerging_valid_supported,43,False,81,True,0.0301775737496819,0.020415560186985,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.0080774708269084,0.0378520662920496,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,72,False,False,crypto-1d-02,,False,,,False,0.013359117894192227,0.004476356629738984,regime_switching_research_only
AAVE/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bull,BTC/USD,ok,515,53,0.017826052576741747,0.5849056603773585,0.9241298755524127,0.3554187002915685,False,-0.006850746648017595,0.024676799224759342,cross_USO_state_slope=uptrend,0.027992144473579297,-0.01016609189683755,15,rolling,4,short,rejected,late_emerging_valid_supported,64,False,43,True,0.0313082251342811,0.0288053134791508,cross_USO_state_slope=uptrend,0.0090106504475242,0.019795330145822,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,74,False,False,crypto-1d-00,,False,,,False,0.03052833021336457,-0.012702277636622822,regime_switching_research_only
AVAX/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bull,BTC/USD,ok,515,88,0.017298824936674815,0.5909090909090909,1.0308901182184425,0.30259235112372584,False,-0.0045968182826128245,0.02189564321928764,cross_USO_state_ext=stretched_up,0.024759220251002186,-0.007460395314327371,12,rolling,4,short,rejected,late_emerging_valid_supported,167,False,46,True,0.0392059040222666,0.0350081116182236,cross_USO_state_ext=stretched_up,0.0198914306776742,0.0121562893701316,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,70,False,False,crypto-1d-00,,False,,,False,0.018900467796303447,-0.0016016428596286325,regime_switching_research_only
BTC/USD,1d,cross_USO_state_vol=high_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,35,0.017059369129110963,0.6,1.6374719810173874,0.10153188875960595,False,0.006445659532854977,0.010613709596255986,cross_USO_state_vol=high_vol,0.02824074994227208,-0.011181380813161116,16,rolling,4,long,rejected,late_emerging_valid_supported,60,False,105,True,0.0136404591200567,0.0195667808701353,cross_USO_state_vol=high_vol,0.0089305913533929,0.0326720918667231,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,37,False,False,crypto-1d-00,,False,,,False,0.011680557385998758,0.005378811743112204,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bull,BTC/USD,ok,515,79,0.0157653410003299,0.5443037974683544,0.5529561973796687,0.5802934045440997,False,0.004339228921362992,0.01142611207896691,cross_USO_state_ext=stretched_up,0.019355184080964503,-0.003589843080634602,5,rolling,4,short,rejected,late_emerging_regime_switching,210,False,47,True,0.0546771329551499,0.0449151193924529,state_ext=stretched_up,0.0282193168600364,0.0002787960010768,2,11,0.5,0,8,7,8,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,95,False,False,crypto-1d-02,,False,,,False,0.02551294851616985,-0.009747607515839949,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,515,51,0.015728704833714316,0.5882352941176471,0.9211487089571533,0.35697279261334147,False,-0.0012940744843032126,0.017022779318017527,cross_USO_state_slope=uptrend,0.009568566365800953,0.006160138467913363,18,rolling,4,short,rejected,late_emerging_recent_only,60,False,44,True,0.0192471019174234,0.0170580216888815,state_ext=stretched_up,0.0083934318660926,0.0119634796765499,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,75,False,False,crypto-1d-02,,False,,,False,0.013219602099757364,0.0025091027339569517,regime_switching_research_only
AVAX/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bull,BTC/USD,ok,515,37,0.015366130435605386,0.7027027027027027,1.0369307945997188,0.29976811105662815,False,-0.0045968182826128245,0.01996294871821821,cross_USO_state_slope=uptrend,0.04218300246044,-0.02681687202483462,17,rolling,4,short,rejected,late_emerging_recent_only,47,False,27,True,0.028010800701989,0.023813008297946,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.0037875340804889,0.0326832830325121,1,1,0.25,0,8,6,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,69,False,False,crypto-1d-00,,False,,,False,0.01740846011355264,-0.0020423296779472546,regime_switching_research_only
DOGE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat + state_ext=stretched_down,bull,BTC/USD,ok,515,23,0.015267176027542075,0.6521739130434783,0.55248980480784,0.5806128175617067,False,-0.009313227039961937,0.02458040306750401,state_ext=stretched_down,0.02216425318861143,-0.0068970771610693555,21,rolling,4,short,rejected,late_emerging_valid_supported,40,False,55,True,0.033801842475017,0.0267557157067297,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat,0.0057715464178957,0.0318801791765117,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,96,False,False,crypto-1d-01,,False,,,False,0.02609110615907284,-0.010823930131530766,regime_switching_research_only
DOT/USD,1d,state_weekpart=weekday + state_ext=neutral,bull,BTC/USD,ok,395,34,0.014964781104161433,0.6764705882352942,0.7180825760062213,0.4727063729063654,False,0.0018012901822515531,0.01316349092190988,state_ext=neutral,0.014468302731879056,0.0004964783722823767,26,rolling,4,short,rejected,late_emerging_recent_only,69,False,24,True,0.0430409216094062,0.0272052147964524,state_ext=neutral,0.0270915968874765,0.0456916230708299,1,1,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,84,False,False,crypto-1d-01,DOT/USD|1d|state_weekpart=weekday + state_ext=neutral|rolling,False,research_only,False,False,0.014506179496243736,0.00045860160791769654,regime_switching_research_only
LINK/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bull,BTC/USD,ok,515,30,0.014008190518421,0.6666666666666666,0.5653031309539701,0.5718675994720572,False,-0.007206504969108993,0.021214695487529994,cross_USO_state_slope=uptrend,0.01592245082141412,-0.0019142603029931177,10,rolling,4,short,rejected,late_emerging_recent_only,48,False,36,True,0.0361099907342529,0.0345117610402524,cross_USO_state_slope=uptrend,0.0229373504897756,0.0006931653423809,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,93,False,False,crypto-1d-01,,False,,,False,0.023089352898513507,-0.009081162380092506,regime_switching_research_only
SUSHI/USD,1d,cross_TLT_state_ext=neutral + state_ext=stretched_up,bull,BTC/USD,ok,515,121,0.013846914699555754,0.6198347107438017,0.6769360780243645,0.4984465122020434,False,0.004339228921362992,0.009507685778192762,cross_TLT_state_ext=neutral,0.016070404364150172,-0.002223489664594418,16,rolling,4,short,rejected,late_emerging_recent_only,217,False,106,True,0.0372303061089816,0.0274682925462846,state_ext=stretched_up,0.0107724900138682,0.0132985048094451,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,87,False,False,crypto-1d-02,,False,,,False,0.01577895279791471,-0.0019320380983589552,regime_switching_research_only
AVAX/USD,1d,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat + state_ext=stretched_up,bull,BTC/USD,ok,515,48,0.012963647616488176,0.5833333333333334,0.6884594067985166,0.49116352462757185,False,-0.0045968182826128245,0.017560465899101,cross_USO_state_ext=stretched_up,0.024759220251002186,-0.01179557263451401,39,rolling,4,short,rejected,late_emerging_valid_supported,55,False,32,True,0.0474161870929982,0.0432183946889552,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.0082102830707316,0.0150708413943168,0,0,0.0,0,7,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,85,False,False,crypto-1d-00,,False,,,False,0.03505038677856165,-0.022086739162073474,regime_switching_research_only
LTC/USD,1d,state_ext=stretched_up + state_vol=high_vol,bull,BTC/USD,ok,515,88,0.012728569296386988,0.5681818181818182,0.5979497474076554,0.5498734645314434,False,-0.0012940744843032126,0.014022643780690201,state_vol=high_vol,0.009023680706954964,0.003704888589432024,36,rolling,4,short,rejected,late_emerging_valid_supported,104,False,43,True,0.0365245938683518,0.0343355136398099,state_ext=stretched_up,0.025670923817021,0.0156298351192378,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,92,False,False,crypto-1d-02,LTC/USD|1d|state_ext=stretched_up + state_vol=high_vol|rolling,False,research_only,False,False,0.013444430662420103,-0.0007158613660331152,regime_switching_research_only
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_slope=uptrend,bull,BTC/USD,ok,395,25,0.012550032016816117,0.68,0.26865499601416293,0.7881951868243924,False,-0.007950843229596606,0.020500875246412725,cross_TLT_state_slope=uptrend,0.01774821960150869,-0.005198187584692572,6,rolling,4,short,rejected,late_emerging_recent_only,50,False,16,True,0.0631491329413575,0.0514345440437352,state_slope=uptrend,0.0442644186897278,1.1821188561356166e-06,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,118,False,False,crypto-1d-01,,False,,,False,0.023560665948867205,-0.011010633932051088,regime_switching_research_only
LTC/USD,1d,state_ret_day=ret_day_up + state_ext=stretched_up,bull,BTC/USD,ok,515,117,0.012090968193624218,0.5982905982905983,0.9678424727642858,0.3331230483047538,False,-0.0012940744843032126,0.013385042677927431,state_ret_day=ret_day_up,0.006717942640626158,0.00537302555299806,14,rolling,4,short,rejected,late_emerging_recent_only,174,False,80,True,0.0255290787331902,0.0233399985046482,state_ext=stretched_up,0.0146754086818594,0.0201650213218842,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,73,False,False,crypto-1d-02,LTC/USD|1d|state_ret_day=ret_day_up + state_ext=stretched_up|rolling,False,research_only,False,False,0.013728821769154175,-0.001637853575529957,regime_switching_research_only
