rank,symbol,timeframe,slice_combination,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
2156,GD,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,53,False,66,False,0.001686811633016844,0.0013383230311753936,state_slope=downtrend,0.0005875524326814506,0.5602779671257678,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6296,False,False
2157,MA,1h,state_session=lunch + state_slope=uptrend,short,rejected,rejected_unsupported,98,False,58,False,0.0015939776688337765,0.002352926055897476,state_slope=uptrend,0.0005823253356515515,0.595937937916027,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6612,False,False
2158,ABT,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,57,False,60,False,0.0010849782547027033,0.002658888921515416,state_vol=high_vol,0.0005806755185306032,0.6779856962313899,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7313,False,False
2159,MS,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,152,False,117,False,0.003708660231876108,0.0009608913999812202,state_ext=neutral,0.0005724453303104439,0.12405713621838688,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2075,False,False
2160,OIH,1h,state_session=lunch + state_slope=downtrend,short,rejected,rejected_unsupported,95,False,61,False,0.0031081593444361676,0.002976616048587861,state_slope=downtrend,0.000568600027492986,0.2510007518970272,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3490,False,False
2161,ETHE,1h,state_ext=stretched_down + state_slope=flat,short,rejected,rejected_unsupported,92,False,50,False,0.002024618632502071,0.0005670992866532239,state_ext=stretched_down,0.000568522735068172,0.6398213043288588,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6988,False,False
2162,MA,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,287,False,117,False,0.002023841552946718,0.0016648931658830174,state_session=afternoon,0.0005632807963291081,0.24036335524806063,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3395,False,False
2163,AVAX/USD,1h,state_session=morning + state_ext=stretched_down,short,rejected,rejected_unsupported,592,False,222,False,0.001366713789141572,0.0008790432457316851,state_session=morning,0.0005497508790022505,0.3790313942931338,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4671,False,False
2164,COIN,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,107,False,68,False,0.0018481799054676767,0.0029289921454785746,state_vol=mid_vol,0.0005489698587025182,0.732998265968398,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7803,False,False
2165,VRTX,1h,state_session=morning + state_ext=neutral,short,rejected,rejected_unsupported,339,False,150,False,0.0002467834554943789,0.0016621848800394384,state_session=morning,0.0005391646715865288,0.8073330210014813,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8437,False,False
2166,LINK/USD,1h,state_ext=stretched_down + state_vol=mid_vol,long,rejected,rejected_unsupported,327,False,162,False,0.0005033635705293786,0.001032832984451724,state_ext=stretched_down,0.0005354286241784916,0.7852565060272196,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8259,False,False
2167,XLY,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,236,False,173,False,0.0013026027394834583,0.0010928197970969937,state_vol=high_vol,0.0005352351960200626,0.4443481614645326,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5283,False,False
2168,COP,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,139,False,102,False,-0.0005250259116978384,0.0011079815788515002,state_session=morning,0.0005346530221494015,0.71393829054886,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7646,False,False
2169,IWM,1h,state_ext=stretched_up + state_vol=high_vol,short,rejected,rejected_unsupported,465,False,166,False,0.000972757590383377,0.0017691991302434757,state_ext=stretched_up,0.0005313795422646546,0.5301275034394157,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6037,False,False
2170,SPOT,1h,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,169,False,75,False,0.002376887178182328,0.002116164838961333,state_session=morning,0.0005259988558236656,0.13297575255174743,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2177,False,False
2171,ABNB,1h,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,166,False,89,False,0.003807155107856568,0.005423374369970927,state_slope=uptrend,0.0005243426621955763,0.05442956281447886,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1214,False,False
2172,CRV/USD,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,852,False,363,False,0.0015307605109499663,0.001963960937544994,state_slope=downtrend,0.0005146882564736881,0.3088091488615283,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4010,False,False
2173,LTC/USD,1h,state_session=morning + state_slope=flat,long,rejected,rejected_unsupported,1004,False,577,False,0.0002558987376342837,0.000931905172949228,state_slope=flat,0.0005091071901742543,0.7462772047406414,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7904,False,False
2174,GILD,1h,state_session=lunch + state_slope=downtrend,long,rejected,rejected_unsupported,109,False,58,False,0.0003939096319878625,0.001505605219728944,state_slope=downtrend,0.0004989873338204269,0.8615648131632379,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8912,False,False
2175,GD,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,299,False,110,False,0.00160902083383913,0.0012605322319976797,state_session=lunch,0.0004955284215466854,0.5161949095814231,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5916,False,False
2176,COP,1h,state_session=lunch + state_slope=downtrend,long,rejected,rejected_unsupported,93,False,68,False,-0.0007092240333334014,0.0009237834572159371,state_slope=downtrend,0.0004921420438960911,0.8015280156276741,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8389,False,False
2177,USO,1h,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,680,False,298,False,0.0010082082768260502,0.0019714641835056343,state_ext=neutral,0.0004850418266548124,0.42930570985046934,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5126,False,False
2178,PSX,1h,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,173,False,74,False,0.0008987890605807113,0.0013983724489355365,state_session=morning,0.00048060384263161614,0.6583806847287645,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7145,False,False
2179,KMB,1h,state_session=lunch + state_ext=stretched_down + state_slope=downtrend,long,rejected,provisional_sample_starved,33,False,17,False,0.00884906664537693,0.007773231645079303,state_session=lunch + state_ext=stretched_down,0.0004794614542425069,0.04748519286834574,0,0000,0.0,0,8,7,4,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1107,False,False
2180,MA,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,184,False,184,False,0.0014580578378666966,0.0010991094508029959,state_ext=neutral,0.0004771130538862257,0.3270367500189906,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4177,False,False
2181,CVX,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,147,False,104,False,-0.0006634808863574065,0.0010101087027023499,state_session=morning,0.0004762343702840036,0.5871961704912723,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6546,False,False
2182,XLI,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,379,False,152,False,0.0019389981296069074,0.0011644010852687819,state_vol=mid_vol,0.0004661340882274761,0.19115404523742408,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2843,False,False
2183,KMB,1h,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,176,False,50,False,0.0028468742538417676,0.004322709254139394,state_session=morning + state_slope=flat,0.00046460050486121654,0.10733050074808914,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1875,False,False
2184,JNJ,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,95,False,66,False,0.0013481110237628779,0.0007266397030278649,state_session=afternoon,0.0004632533135974788,0.5743006998904392,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6422,False,False
2185,ETHE,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,139,False,85,False,0.0017693031044589084,0.0036268224503077564,state_ext=neutral,0.0004608520307170696,0.6991307650796936,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7519,False,False
2186,ADI,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,66,False,79,False,0.0051105082874653065,0.0032031675226169374,state_ext=stretched_down,0.0004596006687711965,0.09364527807581169,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1719,False,False
2187,DOGE/USD,1h,state_session=afternoon + state_slope=uptrend,short,rejected,rejected_unsupported,861,False,316,False,0.0016051410462511217,0.001349433480817876,state_slope=uptrend,0.00045315921087323604,0.10998083215823562,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1905,False,False
2188,NSC,1h,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,444,False,109,False,0.00285850639527722,0.0020414062467017796,state_slope=flat,0.00045261032426737683,0.05376589728567516,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1202,False,False
2189,EOG,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,128,False,105,False,0.0015527399220515506,0.002004620166636325,state_ext=stretched_down,0.00044611130226626596,0.5355946729813259,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6077,False,False
2190,GE,1h,state_ext=stretched_up + state_vol=low_vol,short,rejected,provisional_sample_starved,80,False,3,False,0.004928652592226131,0.007473828576354025,state_vol=low_vol,0.0004444023850193957,0.03666389823124616,0,0000,0.0,0,8,8,3,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,949,False,False
2191,EEM,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,163,False,73,False,0.001958184713014988,0.0010773500579402129,state_session=afternoon,0.00043943333795335446,0.4986458420799704,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5764,False,False
2192,WFC,1h,state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,381,False,148,False,0.0007517679654137152,0.0021145321464759274,state_slope=flat,0.0004379916572716302,0.6968220615988654,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7487,False,False
2193,KRE,1h,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,154,False,93,False,0.0001180669856054127,0.0019400041433299414,state_session=morning,0.0004368136866554516,0.9139618208752196,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9351,False,False
2194,HD,1h,state_session=morning + state_ext=stretched_up,short,rejected,rejected_unsupported,75,False,58,False,0.0009027866628865326,0.0015910225419141998,state_session=morning,0.0004332373271287775,0.6066926699032198,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6703,False,False
2195,IWM,1h,state_session=lunch + state_slope=flat,long,rejected,rejected_unsupported,567,False,261,False,0.0010857637163096975,0.0006893221764495984,state_session=lunch,0.00043048201322199245,0.24158297487988079,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3406,False,False
2196,REGN,1h,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,256,False,162,False,-0.0003164360808461036,0.0012927137615162108,state_vol=low_vol,0.0004278574658704427,0.853820260765012,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8850,False,False
2197,COST,1h,state_session=afternoon + state_slope=uptrend,short,rejected,rejected_unsupported,107,False,58,False,0.0005303249891749595,0.0002626537401711095,state_slope=uptrend,0.00042041351294874854,0.7944367465615141,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8329,False,False
2198,SMH,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,275,False,73,False,0.0055646218683287445,0.0018808094747356256,state_session=afternoon,0.00041986217385446556,0.20691584824515452,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3020,False,False
2199,AMGN,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,182,False,123,False,0.0007171142973187007,0.0006125021047090656,state_ext=neutral,0.0004181740401132373,0.6765998340249699,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7298,False,False
2200,SPOT,1h,state_session=lunch + state_ext=stretched_down + state_slope=downtrend,long,rejected,provisional_sample_starved,80,False,28,False,0.010594545808415165,0.01125526814763616,state_ext=stretched_down + state_slope=downtrend,0.0004163764563243754,0.03927137617703291,0,0000,0.0,0,8,6,5,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,996,False,False
2201,PM,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,195,False,76,False,0.002667353840146117,0.0024262714432085907,state_ext=stretched_down,0.0004135086402601907,0.34029901206854074,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4324,False,False
2202,O,1h,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,106,False,60,False,0.00068663505985378,0.0010734207620926772,state_session=afternoon,0.00041296115619978346,0.6567592954693979,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7135,False,False
2203,WMT,1h,state_ext=neutral + state_vol=low_vol,short,rejected,rejected_unsupported,454,False,78,False,0.003699530826620798,0.002888853990265867,state_vol=low_vol,0.0004075506484658726,0.15486910495900807,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2436,False,False
2204,NKE,1h,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,188,False,82,False,0.001694112998069201,0.00015330551009383746,state_ext=stretched_up,0.0004060743034995447,0.7548102012767355,0,0000,0.0,0,6,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7980,False,False
2205,O,1h,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,364,False,137,False,0.000533838076925634,0.0009206237791645313,state_ext=neutral,0.0003983948186812388,0.5724748634951131,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6405,False,False
2206,SUSHI/USD,1h,state_ext=stretched_down + state_vol=low_vol,long,rejected,rejected_unsupported,179,False,127,False,0.0009223833654929958,0.0015287358689885133,state_vol=low_vol,0.0003910689998331224,0.6856454890591399,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7377,False,False
2207,ADA/USD,1h,state_session=morning + state_ext=stretched_down,short,rejected,rejected_unsupported,197,False,116,False,0.002052274733577103,0.0009033221030895456,state_ext=stretched_down,0.0003903342619964974,0.4331476922532653,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5161,False,False
2208,IBB,1h,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,172,False,56,False,0.0005271937002979796,0.002218171018146707,state_session=morning + state_ext=neutral,0.00039009875284491864,0.7465576039541308,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7909,False,False
2209,NKE,1h,state_session=lunch + state_slope=downtrend,short,rejected,rejected_unsupported,113,False,50,False,0.0018778998387952615,0.00033709235081989786,state_slope=downtrend,0.0003878558138244489,0.5360441806723819,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6083,False,False
2210,ITA,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,323,False,122,False,0.002248173713431998,0.0017272444546946521,state_vol=mid_vol,0.00038700447213724514,0.3742850499292998,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4639,False,False
2211,UNG,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,167,False,56,False,-0.0005182531334358993,0.00018487665202208004,state_session=morning,0.00038533742271700704,0.8588016598192256,0,0000,0.0,0,6,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8890,False,False
2212,SHW,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,286,False,103,False,0.002009559032827434,0.0012800395447330915,state_session=afternoon,0.0003807668556979999,0.43131409483518857,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5145,False,False
2213,CBOE,1h,state_session=afternoon + state_slope=downtrend,short,rejected,rejected_unsupported,105,False,58,False,0.006684929856052127,0.005637422892768454,state_slope=downtrend,0.00038049028712869304,0.285509657442496,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3797,False,False
2214,ARKW,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,135,False,57,False,0.004424933654871429,0.0016749063897288866,state_ext=neutral,0.0003782176612578047,0.2430237954461214,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3425,False,False
2215,HD,1h,state_session=afternoon + state_slope=uptrend,short,rejected,rejected_unsupported,101,False,57,False,0.001114095090261506,0.0018023309692891732,state_slope=uptrend,0.00037369476053871733,0.6312355427748746,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6919,False,False
2216,EOG,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,40,False,87,False,0.001479674721573672,0.0019315549661584465,state_ext=stretched_down,0.0003730461017883873,0.6081983792909003,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6720,False,False
2217,SLB,1h,state_ext=stretched_down + state_slope=downtrend,short,rejected,rejected_unsupported,187,False,97,False,0.005974142256064894,0.0061263620905930355,state_slope=downtrend,0.0003725419888122002,0.06621561497416639,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1379,False,False
2218,TMUS,1h,state_session=lunch + state_ext=neutral,short,rejected,rejected_unsupported,248,False,96,False,0.003035830472046142,0.0014021160045719879,state_ext=neutral,0.00037191741753810634,0.2061049890551756,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3009,False,False
2219,NSC,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,298,False,123,False,0.0020148141085057853,0.0011977139599303448,state_ext=neutral,0.00037167922710208126,0.1489146482696757,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2370,False,False
2220,BLK,1h,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,376,False,142,False,0.0016069648847842155,0.0014797661862257262,state_slope=flat,0.0003702884181027409,0.49714730319718403,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5753,False,False
2221,NFLX,1h,state_session=morning + state_slope=downtrend,short,rejected,rejected_unsupported,190,False,82,False,0.002029404601185326,0.0006687709767071272,state_session=morning,0.00036257923756523986,0.20814044606672066,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3032,False,False
2222,GLD,1h,state_session=lunch + state_slope=flat,long,rejected,rejected_unsupported,664,False,200,False,0.001712793996614258,0.0011564226644691802,state_session=lunch,0.0003611300787453903,0.08653599658635036,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1628,False,False
2223,DUK,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,320,False,130,False,0.00019170619196912054,0.0007346259872619812,state_ext=neutral,0.00035868946523442394,0.8622683429517941,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8918,False,False
2224,AVGO,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,209,False,82,False,0.0016794884210142823,0.00042991031070472273,state_slope=downtrend,0.0003584131623888154,0.5384067312376573,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6108,False,False
2225,IWM,1h,state_session=afternoon + state_slope=flat,long,rejected,rejected_unsupported,784,False,383,False,0.0007420092406053247,0.00034556770074522554,state_slope=flat,0.00035198114898485485,0.4412990472225311,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5253,False,False
2226,SCHW,1h,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,113,False,78,False,0.004325612341584619,0.004906396345049805,state_ext=stretched_up,0.00035121582736765983,0.20259419396810574,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2970,False,False
2227,ADI,1h,state_session=lunch + state_slope=downtrend,long,rejected,rejected_unsupported,118,False,51,False,0.00395110282196923,0.002043762057120861,state_slope=downtrend,0.00034956746548297363,0.39397885024922186,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4808,False,False
2228,C,1h,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,197,False,108,False,-0.0009361382206766073,0.0017895445989247944,state_ext=stretched_up,0.00034932536520557785,0.6016965390152671,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6668,False,False
2229,XRP/USD,1h,state_session=morning + state_slope=downtrend,short,rejected,rejected_unsupported,977,False,426,False,0.0005429292911078531,0.0002185859154482749,state_session=morning,0.00033766050540469383,0.5732218223780139,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6413,False,False
2230,BAC,1h,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,222,False,169,False,0.0025409176722011625,0.0006765216749210082,state_ext=neutral,0.00033046965085164635,0.13823619684878574,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2244,False,False
2231,ARKG,1h,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,154,False,95,False,-0.0013558542262127051,0.0036063729633622667,state_session=morning,0.0003299021429817475,0.575495108716872,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6430,False,False
2232,KBE,1h,state_session=afternoon + state_slope=flat,long,rejected,rejected_unsupported,106,False,50,False,0.0027580451417813096,0.0013760775660236907,state_session=afternoon,0.0003287773526860563,0.24785247090532758,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3462,False,False
2233,AMZN,1h,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,390,False,133,False,0.002441097179935702,0.0010051294197795455,state_ext=neutral,0.0003287489867935013,0.3653913272207632,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4545,False,False
2234,CRV/USD,1h,state_session=lunch + state_ext=stretched_down + state_slope=downtrend,long,rejected,provisional_sample_starved,121,False,42,False,0.006943311934036242,0.00737651236063127,state_session=lunch + state_ext=stretched_down,0.00032529500022875687,0.04589369628098039,0,0000,0.0,0,8,6,5,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1080,False,False
2235,TSLA,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,126,False,71,False,0.002891491212856098,0.002500670245615841,state_session=morning + state_slope=uptrend,0.0003180566209767077,0.3404668796076977,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4325,False,False
2236,IYR,1h,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,333,False,209,False,0.0012416240736516143,0.0009401447079234386,state_slope=uptrend,0.0003168872071997247,0.17605099550327363,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2675,False,False
2237,NEM,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,162,False,91,False,0.0008926550231970903,0.002038130779569165,state_ext=neutral,0.0003165763985107363,0.8395186985697967,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8725,False,False
2238,IGV,1h,state_session=morning + state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,77,False,53,False,0.001989162328489051,0.0010777857111746903,state_ext=stretched_down + state_slope=downtrend,0.0003145400825967314,0.37843663746837874,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4668,False,False
