rank,symbol,timeframe,slice_combination,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
2303,ETN,15m,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,847,False,596,False,0.000311852598378004,0.00018602350629157166,state_vol=high_vol,9.078764223190703e-05,0.6418554550773294,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5812,False,False
2304,BIDU,15m,state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,460,False,235,False,0.0016336261163370303,0.001971645271000936,state_ext=stretched_up,9.01302576015795e-05,0.08291000418191974,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,1209,False,False
2305,PLTR,15m,state_session=lunch + state_ext=stretched_down,short,rejected,rejected_unsupported,179,False,102,False,0.0015419706906768067,0.0013915632520261323,state_ext=stretched_down,7.988120383720012e-05,0.28172128926585605,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2904,False,False
2306,KMB,15m,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,1434,False,567,False,0.0005813201516285924,0.0004436431610124889,state_slope=downtrend,7.925466141408394e-05,0.2568742193677014,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2716,False,False
2307,BA,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1269,False,552,False,0.0004939519900887339,0.0004700049723492814,state_slope=uptrend,7.904386746175054e-05,0.4814040053636508,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4554,False,False
2308,NKE,15m,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,1639,False,487,False,-0.00047338458648285125,0.0002586640844533011,state_vol=low_vol,7.83703036090516e-05,0.5958955555822696,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5463,False,False
2309,DBA,15m,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,276,False,113,False,0.00031253175380075343,0.0005743629881863691,state_slope=uptrend,7.708867408395638e-05,0.7121130439259955,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,6344,False,False
2310,AMD,15m,state_session=lunch + state_ext=stretched_down,short,rejected,rejected_unsupported,153,False,101,False,-0.000578596600295636,0.0022772307722391766,state_ext=stretched_down,7.4288151947535e-05,0.7609515727312639,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,6731,False,False
2311,ASML,15m,state_session=morning + state_slope=uptrend,long,rejected,rejected_unsupported,452,False,215,False,0.0010138913330946643,0.0004030428244333775,state_slope=uptrend,7.289967107429419e-05,0.48669165780616597,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4590,False,False
2312,BAC,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1351,False,669,False,0.00042716117637296675,6.756555926655121e-05,state_ext=neutral,7.246909886302944e-05,0.21907519577484003,0,0000,0.0,0,6,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2429,False,False
2313,TGT,15m,state_session=morning + state_slope=uptrend,long,rejected,rejected_unsupported,516,False,230,False,0.0008742558572888585,0.0007708229496247209,state_session=morning,7.10211798513699e-05,0.23366939480163773,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2551,False,False
2314,EEM,15m,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,999,False,871,False,0.0007325447394902745,0.0006272698257909056,state_vol=high_vol,6.962042602178637e-05,0.07372754016451655,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,1087,False,False
2315,XLE,15m,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,2371,False,961,False,0.0001915385424306467,0.00022652731917624763,state_session=morning,6.955569244837549e-05,0.42208579394151036,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4058,False,False
2316,GME,15m,state_session=morning + state_ext=stretched_up + state_slope=uptrend,short,rejected,provisional_sample_starved,152,False,68,False,0.0026609075503786534,0.002814233189554301,state_ext=stretched_up + state_slope=uptrend,6.877706291230504e-05,0.04093905240176543,0,0000,0.0,0,8,8,3,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,702,False,False
2317,NOW,15m,state_ext=stretched_up + state_vol=high_vol,short,rejected,rejected_unsupported,117,False,291,False,0.00013236547939809035,0.0003503908743338177,state_vol=high_vol,6.834089542312391e-05,0.9094015490447418,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7884,False,False
2318,RTX,15m,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,1292,False,686,False,-9.919828426761897e-05,0.00012112971964925349,state_slope=downtrend,6.739762217246877e-05,0.8479165649335147,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7408,False,False
2319,ICLN,15m,state_session=afternoon + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,435,False,251,False,0.0009574590498209756,0.0009669481187045846,state_session=afternoon + state_slope=uptrend,6.70921076216266e-05,0.5483659613757987,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5081,False,False
2320,ORCL,15m,state_session=afternoon + state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,395,False,178,False,0.0025850389341631514,0.0026450417377261145,state_session=afternoon + state_slope=downtrend,6.700980322731911e-05,0.3595706997342858,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3549,False,False
2321,GME,15m,state_session=lunch + state_slope=flat,long,rejected,rejected_unsupported,385,False,128,False,0.0005625764746485855,0.0008092508354729372,state_session=lunch,6.624396067422659e-05,0.5758178065725563,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5318,False,False
2322,DIA,15m,state_session=lunch + state_slope=flat,long,rejected,rejected_unsupported,1644,False,679,False,9.295985822990856e-05,0.0001534749816377919,state_slope=flat,6.623825487305547e-05,0.5924802530483615,0,0000,0.0,0,7,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5437,False,False
2323,DBA,15m,state_session=morning + state_slope=flat,long,rejected,rejected_unsupported,294,False,152,False,-0.0002494305707750933,1.2400663610522412e-05,state_session=morning,6.527642349507258e-05,0.4361607398986569,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4197,False,False
2324,COF,15m,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,464,False,198,False,0.00037316475682389895,0.0008879882577633348,state_session=morning,6.519144539032145e-05,0.6789935275808592,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,6098,False,False
2325,BIDU,15m,state_ext=stretched_down + state_vol=high_vol,short,rejected,rejected_unsupported,285,False,204,False,0.0007492676801543042,0.0008112485254903985,state_ext=stretched_down,6.474115913820174e-05,0.34589084830308714,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3435,False,False
2326,MDLZ,15m,state_session=lunch + state_slope=uptrend,short,rejected,rejected_unsupported,522,False,264,False,0.00040355830310115554,0.0007237322526526052,state_slope=uptrend,6.452098231581987e-05,0.3125031897560553,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3168,False,False
2327,GME,15m,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,1568,False,536,False,5.8325332995602624e-05,0.0003049996938199544,state_slope=flat,6.447129563841559e-05,0.9518161606036082,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,8179,False,False
2328,ABNB,15m,state_ext=stretched_up + state_vol=high_vol,short,rejected,rejected_unsupported,151,False,146,False,0.0006815573744300855,0.0012362541148534588,state_ext=stretched_up,6.390744798189072e-05,0.45338031967465664,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4338,False,False
2329,XOM,15m,state_session=morning + state_ext=neutral,long,rejected,rejected_unsupported,1244,False,453,False,0.0005005679525308796,0.0010598128546314947,state_session=morning,6.379866984929642e-05,0.3449947971324112,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3429,False,False
2330,VT,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1429,False,682,False,0.0005138415942885948,0.00046765511214795155,state_slope=uptrend,6.315337097215093e-05,0.15392661154651055,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,1826,False,False
2331,BCH/USD,15m,state_session=morning + state_slope=downtrend,short,rejected,rejected_unsupported,4062,False,1739,False,0.0002838583534191412,0.00016144169134753506,state_session=morning,6.255958317790168e-05,0.582617034503724,0,0000,0.0,0,7,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5371,False,False
2332,VZ,15m,state_session=morning + state_slope=flat,short,rejected,rejected_unsupported,481,False,144,False,0.0004968239257403671,0.00023699681539154417,state_session=morning,6.181986535115457e-05,0.4298902499545121,0,0000,0.0,0,6,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4140,False,False
2333,ACWI,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1429,False,700,False,0.00045290133002714837,0.00041070839562910193,state_slope=uptrend,6.127352528801858e-05,0.1848580955870558,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2125,False,False
2334,PDD,15m,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,1504,False,606,False,-0.00024969242275760863,0.0004998439418497933,state_slope=flat,6.0918486837131455e-05,0.84870635325987,0,0000,0.0,0,6,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7419,False,False
2335,ETHE,15m,state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,1203,False,679,False,0.0007123819122623501,0.0005736162868925612,state_slope=flat,5.9750287443796754e-05,0.6241962920959916,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5686,False,False
2336,GDXJ,15m,state_session=lunch + state_ext=stretched_up + state_slope=uptrend,short,rejected,provisional_sample_starved,208,False,89,False,0.0028301411579409507,0.0026258046297029515,state_session=lunch + state_ext=stretched_up,5.97031218364766e-05,0.0324669720616344,0,0000,0.0,0,8,8,3,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,610,False,False
2337,SPY,15m,state_session=afternoon + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,2447,False,1096,False,0.0002778016493375025,0.00033705455613355093,state_session=afternoon + state_slope=uptrend,5.875226673843158e-05,0.4273994812694122,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4124,False,False
2338,JNK,15m,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,518,False,205,False,-0.0001420377465011943,5.4804573645111216e-05,state_session=afternoon,5.840090312855771e-05,0.5578189275207324,0,0000,0.0,0,6,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5165,False,False
2339,HD,15m,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,468,False,217,False,-4.616978627701124e-05,2.3796150476851703e-05,state_slope=downtrend,5.6928997698485556e-05,0.9489822149740577,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,8160,False,False
2340,GDX,15m,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,1085,False,437,False,-0.0001442636294688665,0.0004531495389395718,state_session=lunch,5.647909604894596e-05,0.7999314566235105,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7034,False,False
2341,MRK,15m,state_session=morning + state_ext=neutral,short,rejected,rejected_unsupported,1169,False,458,False,0.0003469931206264437,0.0008433602245362987,state_session=morning,5.577707799806289e-05,0.48025092679492465,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4545,False,False
2342,TXN,15m,state_session=morning + state_ext=neutral + state_slope=uptrend,short,rejected,rejected_unsupported,351,False,118,False,0.0001372077239185669,0.0014744146610276862,state_session=morning + state_ext=neutral,5.5605522425571194e-05,0.9020327791898572,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7827,False,False
2343,HD,15m,state_session=afternoon + state_slope=downtrend,long,rejected,rejected_unsupported,432,False,280,False,0.0007722175516588491,0.000842183488412712,state_session=afternoon,5.437770985647502e-05,0.5826307360440328,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5372,False,False
2344,XOP,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1276,False,604,False,-0.0002785841412004653,0.0001339051059107728,state_slope=uptrend,5.3553556603803e-05,0.6509211405990265,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5881,False,False
2345,PG,15m,state_session=afternoon + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,431,False,200,False,0.000470025478182772,0.0006826153303082742,state_session=afternoon + state_slope=uptrend,5.303797269167902e-05,0.5434525404750477,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5056,False,False
2346,PLTR,15m,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,1022,False,415,False,-0.0001069521710197226,0.00044345526763095184,state_session=lunch,5.039918954175133e-05,0.859527868872568,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7499,False,False
2347,LIN,15m,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,1392,False,650,False,0.00038291295803460115,0.00027420423530953396,state_slope=downtrend,4.966553844993867e-05,0.36846502067988984,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3620,False,False
2348,VLO,15m,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,1579,False,518,False,0.0009075246269076461,0.0007051554375785791,state_slope=flat,4.885645624432e-05,0.4441587502441695,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4256,False,False
2349,UBER,15m,state_session=afternoon + state_ext=neutral,short,rejected,rejected_unsupported,1702,False,725,False,0.00027534344950547033,0.000385241978643368,state_session=afternoon,4.748360405444274e-05,0.7690442494135294,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,6797,False,False
2350,ARKK,15m,state_ext=neutral + state_vol=low_vol,short,rejected,rejected_unsupported,1672,False,448,False,-0.00021809835902801864,0.00031616688293093805,state_vol=low_vol,4.593160635995875e-05,0.8513700926668379,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7445,False,False
2351,COF,15m,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,197,False,122,False,0.0011851562402943742,0.00169997974123381,state_ext=stretched_up,4.544098147471823e-05,0.27457429848596604,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2845,False,False
2352,PFE,15m,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,1706,False,739,False,3.770533617620338e-05,0.0005116479200993694,state_session=afternoon,4.528123781581668e-05,0.9493475574048291,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,8164,False,False
2353,NFLX,15m,state_session=afternoon + state_ext=neutral,short,rejected,rejected_unsupported,1681,False,730,False,0.0004569799273652631,0.00020554980263339933,state_session=afternoon,4.5075772807249236e-05,0.5913602925178856,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5430,False,False
2354,XYZ,15m,state_session=morning + state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,235,False,100,False,-1.7108439465436782e-05,0.0009518046236461815,state_ext=neutral + state_slope=downtrend,4.3827324636281384e-05,0.9894208416343202,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,8486,False,False
2355,VZ,15m,state_ext=neutral + state_slope=uptrend,short,rejected,rejected_unsupported,1440,False,577,False,0.0012692681399044457,0.0010094410295556227,state_slope=uptrend,4.18220433389886e-05,0.07440842260912817,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,1097,False,False
2356,IGV,15m,state_session=morning + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,351,False,132,False,9.982817173206075e-05,2.6143052262330582e-05,state_ext=neutral,4.140997345435595e-05,0.8991330806217626,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7798,False,False
2357,SBUX,15m,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,1697,False,734,False,0.0007721151910786097,0.0007840661613348076,state_session=afternoon,3.987844188369047e-05,0.33409046320863345,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3343,False,False
2358,MO,15m,state_session=afternoon + state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,482,False,277,False,0.0009691927283945551,0.0013676143206859963,state_session=afternoon + state_slope=downtrend,3.9584792060000655e-05,0.34673849349310437,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3446,False,False
2359,ICLN,15m,state_ext=stretched_up + state_vol=high_vol,long,rejected,rejected_unsupported,135,False,118,False,9.974977781853927e-05,0.00010923884670214827,state_ext=stretched_up,3.925086484705044e-05,0.8994180392500644,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7802,False,False
2360,DKNG,15m,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,1525,False,528,False,0.0015712419176359144,0.0016093826591384705,state_slope=flat,3.8571223465649895e-05,0.17797586472108406,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2072,False,False
2361,GOOG,15m,state_session=morning + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,468,False,150,False,0.000796337102905836,0.0005710255200684551,state_session=morning + state_slope=flat,3.8290827470189876e-05,0.27802076628445116,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2878,False,False
2362,COF,15m,state_ext=stretched_up + state_vol=high_vol,short,rejected,rejected_unsupported,160,False,125,False,0.0011777734091144504,0.0016925969100538862,state_ext=stretched_up,3.805815029479451e-05,0.3015652788122245,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3069,False,False
2363,DUK,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1515,False,598,False,-0.00022340105842778534,6.068748755379464e-05,state_ext=neutral,3.794226690726022e-05,0.5350387556970677,0,0000,0.0,0,6,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4988,False,False
2364,MS,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1227,False,650,False,0.000628694495818883,3.3523489215219154e-05,state_ext=neutral,3.6943243921551253e-05,0.17908506887115605,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2084,False,False
2365,SOL/USD,15m,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,4064,False,1335,False,-0.0001800041462333881,6.387433923480169e-05,state_slope=uptrend,3.654063257143406e-05,0.6181120158839821,0,0000,0.0,0,7,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5639,False,False
2366,EOG,15m,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,118,False,134,False,0.0009059991074275956,0.0011752818076310413,state_ext=stretched_down,3.643403954683533e-05,0.419934943522835,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4045,False,False
2367,ARM,15m,state_session=lunch + state_ext=stretched_down + state_slope=downtrend,short,rejected,rejected_unsupported,188,False,137,False,0.0007171717462470763,0.0036281286372619294,state_session=lunch + state_ext=stretched_down,3.6090064062110124e-05,0.6778107235496684,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,6091,False,False
2368,AVGO,15m,state_ext=neutral + state_vol=mid_vol,short,rejected,rejected_unsupported,1342,False,538,False,-0.0002931816348685665,0.0003141013473707786,state_ext=neutral,3.5296781603313195e-05,0.811667742313023,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7124,False,False
2369,MO,15m,state_session=lunch + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,467,False,220,False,5.041344427822059e-05,5.199185198677891e-05,state_ext=neutral,3.482021705360444e-05,0.9007143201508265,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7816,False,False
2370,MRK,15m,state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,1293,False,546,False,0.0005409255277380506,0.000444558423828195,state_slope=uptrend,3.4481199079124656e-05,0.44300448731706776,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4248,False,False
2371,PYPL,15m,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,197,True,129,False,0.0011749816471861424,0.001366675980103228,state_ext=stretched_up,3.373508644632754e-05,0.4319701145730446,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4154,False,False
2372,XLK,15m,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,493,False,255,False,0.0010226189557397138,0.0014810209078712712,state_ext=stretched_up,3.320240202668145e-05,0.20067285806189394,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2288,False,False
2373,FDX,15m,state_ext=neutral + state_vol=low_vol,short,rejected,rejected_unsupported,1579,False,501,False,0.0018013306177554179,0.001775952443876995,state_vol=low_vol,3.299617668888074e-05,0.34917392229152266,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3459,False,False
2374,MA,15m,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,531,False,193,False,4.342095511595751e-05,0.0004057668357588474,state_session=morning + state_slope=flat,3.2551405633116106e-05,0.9456440099578132,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,8138,False,False
2375,AMZN,15m,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,1714,False,728,False,0.00048012532190817934,0.0003034747597541682,state_session=afternoon,3.0137828666026328e-05,0.5930796300432581,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,5446,False,False
2376,IGV,15m,state_session=morning + state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,68,False,115,False,0.0019918795394949884,0.0019181944200252583,state_session=morning + state_ext=stretched_up,2.9125594828514206e-05,0.135471845790619,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,1657,False,False
2377,SOXX,15m,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,1768,False,374,False,0.0017964929643230262,0.0006033037456489403,state_vol=low_vol,2.8670501837809543e-05,0.24587516252381736,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2647,False,False
2378,DOGE/USD,15m,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,4005,False,1439,False,-0.00030362759658542516,7.613088181835867e-06,state_session=afternoon,2.8256357848021284e-05,0.32799922480642807,0,0000,0.0,0,7,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,3297,False,False
2379,DIA,15m,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,6845,False,2984,False,-1.4535953874272328e-05,4.597916953361103e-05,state_ext=neutral,2.7854035415882935e-05,0.9461603983319142,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,8143,False,False
2380,PYPL,15m,state_session=morning + state_slope=uptrend,short,rejected,rejected_unsupported,462,False,231,False,0.00027398286786737164,0.00046567720078445726,state_slope=uptrend,2.764006089950961e-05,0.7595166066970749,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,6720,False,False
2381,ETN,15m,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,1602,False,502,False,0.0009609273849061269,0.0008350982928196945,state_slope=flat,2.7626604975848276e-05,0.2843428456663051,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,2919,False,False
2382,XLB,15m,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,1214,False,815,False,0.00022373073734046115,0.00029336856572672096,state_vol=high_vol,2.7464283576269122e-05,0.42624920931117916,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,4110,False,False
2383,ABNB,15m,state_session=afternoon + state_slope=uptrend,short,rejected,rejected_unsupported,432,False,218,False,0.00017258318645840758,0.0007272799268817809,state_slope=uptrend,2.6797044276512884e-05,0.8879411159921231,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,8576,7719,False,False
